"type","dates","time_start","time_end","timezone","time_planned","break_time","leave_type","user_id"
work,2022-08-10,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2022-02-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-07-18,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2021-12-27,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2022-04-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2021-11-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-04-16,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2023-09-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
free,2022-11-11,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2021-11-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-05-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-02-23,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
work,2022-12-22,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2021-12-02,15:00:00,22:00:00,+08:00,25200,0,not specified,"74639"
work,2023-10-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-03-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-08-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-08-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-09-20,08:00:00,15:00:00,+08:00,25200,0,not specified,"90711"
work,2022-03-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-08-26,08:00:00,17:00:00,+08:00,32400,0,not specified,"88357"
work,2022-05-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-07-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-08-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-05-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-12-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2021-11-30,08:00:00,15:00:00,+08:00,25200,0,not specified,"74042"
work,2022-05-23,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-03-09,15:00:00,22:00:00,+08:00,25200,0,not specified,"90711"
work,2022-11-07,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
free,2022-12-29,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-02-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-01-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-07-09,08:00:00,14:30:00,+08:00,23400,3600,not specified,"83888"
work,2023-01-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2021-12-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-09-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-09-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-03-28,08:00:00,15:00:00,+08:00,25140,60,not specified,"90862"
work,2022-10-26,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2022-02-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2022-09-02,15:00:00,22:00:00,+08:00,25200,0,not specified,"120696"
work,2022-04-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-10-19,15:00:00,22:00:00,+08:00,25140,60,not specified,"120694"
work,2022-09-21,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2023-10-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-03-27,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-12-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-10-29,15:00:00,22:00:00,+08:00,21600,3600,not specified,"83884"
work,2022-06-23,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-08-13,08:00:00,13:00:00,+08:00,18000,0,not specified,"88348"
work,2023-08-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-09-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-08-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-01-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-07-12,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2022-08-20,15:00:00,22:00:00,+08:00,25200,0,not specified,"74465"
work,2021-12-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2023-05-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-03-10,15:00:00,22:00:00,+08:00,25200,0,not specified,"91338"
work,2022-06-03,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-01-16,15:00:00,22:00:00,+08:00,25140,60,not specified,"83893"
work,2021-12-10,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
free,2022-03-07,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2023-07-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-01-13,08:00:00,15:00:00,+08:00,25140,60,not specified,"74050"
work,2022-07-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2021-10-02,15:00:00,22:00:00,+08:00,25200,0,not specified,"83884"
work,2022-10-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
free,2022-11-18,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-03-14,08:00:00,15:00:00,+08:00,25140,60,not specified,"90862"
work,2023-08-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-03-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
free,2022-10-12,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-07-18,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
work,2022-06-21,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2022-06-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-03-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-08-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-03-29,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-06-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-06-16,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2023-06-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2021-12-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
free,2022-05-02,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-05-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-09-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-10-05,08:00:00,15:00:00,+08:00,25200,0,not specified,"90711"
work,2021-12-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2021-12-25,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2022-10-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-09-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-06-29,15:00:00,22:00:00,+08:00,25200,0,not specified,"120666"
work,2021-11-15,15:30:00,21:30:00,+08:00,21600,0,not specified,"74044"
work,2022-08-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
free,2022-10-30,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2021-10-29,15:00:00,22:00:00,+08:00,21600,3600,not specified,"74042"
work,2021-11-22,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2022-05-11,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
work,2022-04-12,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
work,2022-07-19,15:00:00,22:00:00,+08:00,25200,0,not specified,"74465"
free,2022-09-22,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2023-01-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-01-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-12-24,08:00:00,13:00:00,+08:00,18000,0,not specified,"83902"
work,2023-04-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-11-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2023-06-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-08-22,08:00:00,15:00:00,+08:00,21600,3600,not specified,"74465"
work,2021-11-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-07-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-03-26,08:00:00,13:00:00,+08:00,18000,0,not specified,"74042"
work,2022-05-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-09-13,08:00:00,17:00:00,+08:00,32400,0,not specified,"128325"
work,2023-06-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-01-18,08:00:00,17:00:00,+08:00,32400,0,not specified,"75952"
free,2022-11-12,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2021-12-29,15:00:00,22:00:00,+08:00,25200,0,not specified,"74639"
work,2022-08-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-10-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-10-23,08:00:00,15:00:00,+08:00,25200,0,not specified,"121592"
work,2022-12-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-11-21,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2022-05-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-01-12,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-08-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-02-02,15:00:00,22:00:00,+08:00,25200,0,not specified,"83884"
work,2023-01-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-04-01,00:00:00,00:00:00,+08:00,0,0,not specified,"91338"
work,2023-01-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-04-10,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-08-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-09-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-02-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
free,2022-09-08,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-11-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-01-01,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
work,2022-04-09,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-10-29,08:00:00,15:00:00,+08:00,25200,0,not specified,"74054"
free,2022-05-16,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2023-10-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-07-03,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2022-01-29,08:00:00,22:00:00,+08:00,50400,0,not specified,"74042"
work,2022-08-15,08:00:00,15:00:00,+08:00,21600,3600,not specified,"74465"
work,2023-04-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-03-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"83885"
work,2022-07-26,08:00:00,15:00:00,+08:00,25200,0,not specified,"74461"
work,2022-08-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2021-11-09,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-04-28,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2023-10-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-08-15,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2022-04-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-03-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-03-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
free,2022-02-17,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-10-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2023-05-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-01-19,15:00:00,22:00:00,+08:00,25200,0,not specified,"74042"
work,2021-12-19,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-09-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-10-27,08:00:00,15:00:00,+08:00,21600,3600,not specified,"74461"
work,2022-04-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-04-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-05-25,08:00:00,17:00:00,+08:00,32400,0,not specified,"74042"
work,2023-06-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-07-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-04-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2023-09-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-09-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2021-12-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-04-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2023-09-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-01-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2021-10-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-03-15,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-08-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2023-05-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-01-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-08-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-09-13,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2023-04-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-04-15,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-10-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-08-20,08:00:00,13:00:00,+08:00,18000,0,not specified,"74042"
work,2022-11-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-02-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-06-05,08:00:00,15:00:00,+08:00,25200,0,not specified,"83884"
work,2023-05-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-05-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-07-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-11-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2023-04-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-10-24,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2021-11-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-11-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-06-20,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-03-21,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
free,2022-01-14,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-07-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-03-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2021-11-03,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2023-04-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-09-13,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2022-12-24,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2023-08-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-02-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-05-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-08-23,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-04-04,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2021-12-31,08:30:00,14:30:00,+08:00,18000,3600,not specified,"75848"
work,2023-03-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-12-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-03-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2023-10-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-03-18,09:30:00,17:00:00,+08:00,27000,0,not specified,"91338"
work,2021-11-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-02-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-04-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
free,2022-03-04,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-05-20,15:00:00,22:00:00,+08:00,25200,0,not specified,"90711"
free,2022-08-21,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2021-12-15,15:30:00,21:30:00,+08:00,21600,0,not specified,"75986"
work,2023-07-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2023-05-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-08-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-09-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-06-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2023-05-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-01-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-05-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2021-10-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-12-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-04-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-06-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-02-04,08:00:00,17:00:00,+08:00,32400,0,not specified,"88357"
work,2023-05-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-09-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-05-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-05-13,08:00:00,15:00:00,+08:00,25200,0,not specified,"120694"
work,2023-03-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2023-06-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-07-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-01-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-06-09,15:00:00,22:00:00,+08:00,25200,0,not specified,"120696"
work,2022-12-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-06-19,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
free,2022-10-10,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-11-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-03-28,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2021-11-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-01-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-10-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-07-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
free,2021-12-16,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-08-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-08-24,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2023-04-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-02-20,15:00:00,22:00:00,+08:00,25200,0,not specified,"79765"
work,2022-08-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-09-23,08:00:00,17:00:00,+08:00,32400,0,not specified,"155509"
work,2023-09-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-07-08,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-01-31,08:00:00,15:00:00,+08:00,25140,60,not specified,"79738"
free,2021-12-05,06:00:00,05:59:00,+08:00,7200,,not specified,"79738"
free,2022-03-19,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-06-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2021-11-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-08-22,08:30:00,14:30:00,+08:00,21600,0,not specified,"87864"
work,2022-11-23,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
free,2022-05-29,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2021-12-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-03-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2023-05-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-05-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
free,2022-05-31,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-01-27,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-08-12,08:00:00,15:00:00,+08:00,21600,3600,not specified,"74465"
work,2022-09-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-08-01,15:00:00,22:00:00,+08:00,25200,0,not specified,"120666"
work,2022-05-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-01-04,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2023-08-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-04-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-06-08,15:30:00,21:30:00,+08:00,21600,0,not specified,"125748"
work,2022-06-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-03-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
free,2022-11-06,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-09-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-05-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-05-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-10-31,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-05-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-01-24,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-11-30,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
free,2021-12-06,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-10-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-07-02,08:00:00,13:00:00,+08:00,18000,0,not specified,"83902"
free,2022-01-13,09:00:00,18:00:00,+08:00,0,,not specified,"84490"
free,2022-11-23,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-06-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-06-02,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2023-04-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2021-12-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2023-02-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-04-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2021-10-12,08:00:00,15:00:00,+08:00,25200,0,not specified,"74054"
work,2022-06-10,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-04-23,15:00:00,22:00:00,+08:00,25200,0,not specified,"79765"
work,2022-03-13,15:00:00,22:00:00,+08:00,25200,0,not specified,"83893"
work,2022-01-01,08:00:00,15:00:00,+08:00,25200,0,not specified,"74052"
work,2022-10-26,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2022-04-01,15:00:00,22:00:00,+08:00,25200,0,not specified,"83884"
work,2023-06-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-10-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-03-29,08:30:00,21:30:00,+08:00,46800,0,not specified,"84541"
work,2022-04-22,08:00:00,15:00:00,+08:00,25200,0,not specified,"74054"
work,2022-03-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-01-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-11-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2023-02-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-11-22,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
free,2022-10-19,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2023-01-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-05-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-03-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-01-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-02-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-09-27,08:00:00,15:00:00,+08:00,25200,0,not specified,"146166"
work,2022-09-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-01-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-06-12,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-04-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2022-09-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-04-03,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2023-09-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-07-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-04-22,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2023-01-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-09-03,08:00:00,17:00:00,+08:00,32400,0,not specified,"128325"
work,2021-10-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-10-24,15:00:00,22:00:00,+08:00,25200,0,not specified,"120696"
work,2022-01-18,08:30:00,14:30:00,+08:00,18000,3600,not specified,"74044"
work,2022-08-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
